Codigo,Descricao,Data_Inicio,Data_Fim,Tipo_Ato_Ini,Numero_Ato_Ini,Ano_Ato_Ini
28469030,Gadopentetato de dimeglumina,01/04/2022,31/12/9999,Res Camex,272,2021
28469090,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
28470000,"Peróxido de hidrogênio (água oxigenada), mesmo solidificado com ureia",01/04/2022,31/12/9999,Res Camex,272,2021
2849,Carbonetos de constituição química definida ou não,01/04/2022,31/12/9999,Res Camex,272,2021
28491000,- De cálcio,01/04/2022,31/12/9999,Res Camex,272,2021
28492000,- De silício,01/04/2022,31/12/9999,Res Camex,272,2021
284990,- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
28499010,De boro,01/04/2022,31/12/9999,Res Camex,272,2021
28499020,De tântalo,01/04/2022,31/12/9999,Res Camex,272,2021
28499030,De tungstênio (volfrâmio),01/04/2022,31/12/9999,Res Camex,272,2021
28499090,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
285000,"Hidretos, nitretos, azidas, silicietos e boretos, de constituição química definida ou não, exceto os compostos que constituam igualmente carbonetos da posição 2849",01/04/2022,31/12/9999,Res Camex,272,2021
28500010,Nitreto de boro,01/04/2022,31/12/9999,Res Camex,272,2021
28500020,Silicieto de cálcio,01/04/2022,31/12/9999,Res Camex,272,2021
28500090,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
2852,"Compostos, inorgânicos ou orgânicos, de mercúrio, de constituição química definida ou não, exceto as amálgamas",01/04/2022,31/12/9999,Res Camex,272,2021
285210,- De constituição química definida,01/04/2022,31/12/9999,Res Camex,272,2021
2852101,Compostos inorgânicos,01/04/2022,31/12/9999,Res Camex,272,2021
28521011,Óxidos,01/04/2022,31/12/9999,Res Camex,272,2021
28521012,Cloreto de mercúrio I (cloreto mercuroso),01/04/2022,31/12/9999,Res Camex,272,2021
28521013,"Cloreto de mercúrio II (cloreto mercúrico), para uso fotográfico, acondicionado para venda a retalho, pronto para utilização",01/04/2022,31/12/9999,Res Camex,272,2021
28521014,"Cloreto de mercúrio II (cloreto mercúrico), apresentado de outro modo",01/04/2022,31/12/9999,Res Camex,272,2021
28521019,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
2852102,Compostos orgânicos,01/04/2022,31/12/9999,Res Camex,272,2021
28521021,Acetato de mercúrio,01/04/2022,31/12/9999,Res Camex,272,2021
28521022,Timerosal,01/04/2022,31/12/9999,Res Camex,272,2021
28521023,Estearato de mercúrio,01/04/2022,31/12/9999,Res Camex,272,2021
28521024,Lactato de mercúrio,01/04/2022,31/12/9999,Res Camex,272,2021
28521025,Salicilato de mercúrio,01/04/2022,31/12/9999,Res Camex,272,2021
28521029,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
28529000,- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
2853,"Fosfetos, de constituição química definida ou não, exceto ferrofósforos; outros compostos inorgânicos (incluindo as águas destiladas ou de condutibilidade e águas de igual grau de pureza); ar líquido (incluindo o ar líquido cujos gases raros foram eliminados); ar comprimido; amálgamas, exceto de metais preciosos",01/04/2022,31/12/9999,Res Camex,272,2021
28531000,- Cloreto de cianogênio (clorociano),01/04/2022,31/12/9999,Res Camex,272,2021
285390,- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
2853901,"Fosfetos, de constituição química definida ou não",01/04/2022,31/12/9999,Res Camex,272,2021
28539011,De alumínio,01/04/2022,31/12/9999,Res Camex,272,2021
28539012,De magnésio,01/04/2022,31/12/9999,Res Camex,272,2021
28539013,"De cobre (fosfetos de cobre), que contenham mais de 15 %, em peso, de fósforo",01/04/2022,31/12/9999,Res Camex,272,2021
28539019,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
28539020,Cianamida e seus derivados metálicos,01/04/2022,31/12/9999,Res Camex,272,2021
28539030,Sulfocloretos de fósforo,01/04/2022,31/12/9999,Res Camex,272,2021
28539090,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
29,Produtos químicos orgânicos,01/04/2022,31/12/9999,Res Camex,272,2021
2901,Hidrocarbonetos acíclicos,01/04/2022,31/12/9999,Res Camex,272,2021
29011000,- Saturados,01/04/2022,31/12/9999,Res Camex,272,2021
29012,- Não saturados:,01/04/2022,31/12/9999,Res Camex,272,2021
29012100,-- Etileno,01/04/2022,31/12/9999,Res Camex,272,2021
29012200,-- Propeno (propileno),01/04/2022,31/12/9999,Res Camex,272,2021
29012300,-- Buteno (butileno) e seus isômeros,01/04/2022,31/12/9999,Res Camex,272,2021
290124,"-- Buta-1,3-dieno e isopreno",01/04/2022,31/12/9999,Res Camex,272,2021
29012410,"Buta-1,3-dieno",01/04/2022,31/12/9999,Res Camex,272,2021
29012420,Isopreno,01/04/2022,31/12/9999,Res Camex,272,2021
29012900,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
2902,Hidrocarbonetos cíclicos,01/04/2022,31/12/9999,Res Camex,272,2021
29021,"- Ciclânicos, ciclênicos ou cicloterpênicos:",01/04/2022,31/12/9999,Res Camex,272,2021
29021100,-- Cicloexano,01/04/2022,31/12/9999,Res Camex,272,2021
290219,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
29021910,Limoneno,01/04/2022,31/12/9999,Res Camex,272,2021
29021990,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
29022000,- Benzeno,01/04/2022,31/12/9999,Res Camex,272,2021
29023000,- Tolueno,01/04/2022,31/12/9999,Res Camex,272,2021
29024,- Xilenos:,01/04/2022,31/12/9999,Res Camex,272,2021
29024100,-- <i>o</i>-Xileno,01/04/2022,31/12/9999,Res Camex,272,2021
29024200,-- <i>m</i>-Xileno,01/04/2022,31/12/9999,Res Camex,272,2021
29024300,-- <i>p</i>-Xileno,01/04/2022,31/12/9999,Res Camex,272,2021
29024400,-- Mistura de isômeros do xileno,01/04/2022,31/12/9999,Res Camex,272,2021
29025000,- Estireno,01/04/2022,31/12/9999,Res Camex,272,2021
29026000,- Etilbenzeno,01/04/2022,31/12/9999,Res Camex,272,2021
29027000,- Cumeno,01/04/2022,31/12/9999,Res Camex,272,2021
290290,- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
29029010,"Difenila (1,1'-bifenila)",01/04/2022,31/12/9999,Res Camex,272,2021
29029020,Naftaleno,01/04/2022,31/12/9999,Res Camex,272,2021
29029030,Antraceno,01/04/2022,31/12/9999,Res Camex,272,2021
29029040,alfa-Metilestireno,01/04/2022,31/12/9999,Res Camex,272,2021
29029090,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
2903,Derivados halogenados dos hidrocarbonetos,01/04/2022,31/12/9999,Res Camex,272,2021
29031,- Derivados clorados saturados dos hidrocarbonetos acíclicos:,01/04/2022,31/12/9999,Res Camex,272,2021
290311,-- Clorometano (cloreto de metila) e cloroetano (cloreto de etila),01/04/2022,31/12/9999,Res Camex,272,2021
29031110,Clorometano (cloreto de metila),01/04/2022,31/12/9999,Res Camex,272,2021
29031120,Cloroetano (cloreto de etila),01/04/2022,31/12/9999,Res Camex,272,2021
29031200,-- Diclorometano (cloreto de metileno),01/04/2022,31/12/9999,Res Camex,272,2021
29031300,-- Clorofórmio (triclorometano),01/04/2022,31/12/9999,Res Camex,272,2021
29031400,-- Tetracloreto de carbono,01/04/2022,31/12/9999,Res Camex,272,2021
29031500,"-- Dicloreto de etileno (ISO) (1,2-dicloroetano)",01/04/2022,31/12/9999,Res Camex,272,2021
290319,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
29031910,"1,1,1-Tricloroetano (metilclorofórmio)",01/04/2022,31/12/9999,Res Camex,272,2021
29031920,"1,1,2-Tricloroetano",01/04/2022,31/12/9999,Res Camex,272,2021
29031990,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
29032,- Derivados clorados não saturados dos hidrocarbonetos acíclicos:,01/04/2022,31/12/9999,Res Camex,272,2021
29032100,-- Cloreto de vinila (cloroetileno),01/04/2022,31/12/9999,Res Camex,272,2021
29032200,-- Tricloroetileno,01/04/2022,31/12/9999,Res Camex,272,2021
29032300,-- Tetracloroetileno (percloroetileno),01/04/2022,31/12/9999,Res Camex,272,2021
290329,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
29032910,Hexaclorobutadieno,01/04/2022,31/12/9999,Res Camex,272,2021
29032990,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
29034,- Derivados fluorados saturados dos hidrocarbonetos acíclicos:,01/04/2022,31/12/9999,Res Camex,272,2021
29034100,-- Trifluorometano (HFC-23),01/04/2022,31/12/9999,Res Camex,272,2021
29034200,-- Difluorometano (HFC-32),01/04/2022,31/12/9999,Res Camex,272,2021
29034300,"-- Fluorometano (HFC-41), 1,2-difluoroetano (HFC-152) e 1,1-difluoroetano (HFC-152a)",01/04/2022,31/12/9999,Res Camex,272,2021
29034400,"-- Pentafluoroetano (HFC-125), 1,1,1-trifluoroetano (HFC-143a) e 1,1,2-trifluoroetano (HFC-143)",01/04/2022,31/12/9999,Res Camex,272,2021
290345,"-- 1,1,1,2-Tetrafluoroetano (HFC-134a) e 1,1,2,2-tetrafluoroetano (HFC-134)",01/04/2022,31/12/9999,Res Camex,272,2021
29034510,"1,1,1,2-Tetrafluoroetano (HFC-134a)",01/04/2022,31/12/9999,Res Camex,272,2021
29034520,"1,1,2,2-Tetrafluoroetano (HFC-134)",01/04/2022,31/12/9999,Res Camex,272,2021
29034600,"-- 1,1,1,2,3,3,3-Heptafluoropropano (HFC-227ea), 1,1,1,2,2,3-hexafluoropropano (HFC-236cb), 1,1,1,2,3,3-hexafluoropropano (HFC-236ea) e 1,1,1,3,3,3-hexafluoropropano (HFC-236fa)",01/04/2022,31/12/9999,Res Camex,272,2021
29034700,"-- 1,1,1,3,3-Pentafluoropropano (HFC-245fa) e 1,1,2,2,3-pentafluoropropano (HFC-245ca)",01/04/2022,31/12/9999,Res Camex,272,2021
29034800,"-- 1,1,1,3,3-Pentafluorobutano (HFC-365mfc) e 1,1,1,2,2,3,4,5,5,5-decafluoropentano (HFC-43-10mee)",01/04/2022,31/12/9999,Res Camex,272,2021
29034900,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
29035,- Derivados fluorados não saturados dos hidrocarbonetos acíclicos:,01/04/2022,31/12/9999,Res Camex,272,2021
29035100,"-- 2,3,3,3-Tetrafluoropropeno (HFO-1234yf), 1,3,3,3-tetrafluoropropeno (HFO-1234ze) e (Z)-1,1,1,4,4,4-hexafluoro-2-buteno (HFO-1336mzz)",01/04/2022,31/12/9999,Res Camex,272,2021
290359,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
29035910,"1,1,3,3,3-Pentafluoro-2-(trifluorometil)prop-1-eno",01/04/2022,31/12/9999,Res Camex,272,2021
29035990,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
29036,- Derivados bromados ou iodados dos hidrocarbonetos acíclicos:,01/04/2022,31/12/9999,Res Camex,272,2021
29036100,-- Brometo de metila (bromometano),01/04/2022,31/12/9999,Res Camex,272,2021
29036200,"-- Dibrometo de etileno (ISO) (1,2-dibromoetano)",01/04/2022,31/12/9999,Res Camex,272,2021
290369,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
29036910,Iodoetano,01/04/2022,31/12/9999,Res Camex,272,2021
29036920,Iodofórmio,01/04/2022,31/12/9999,Res Camex,272,2021
29036990,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
29037,- Derivados halogenados dos hidrocarbonetos acíclicos que contenham pelo menos dois halogênios diferentes:,01/04/2022,31/12/9999,Res Camex,272,2021
29037100,-- Clorodifluorometano (HCFC-22),01/04/2022,31/12/9999,Res Camex,272,2021
29037200,-- Diclorotrifluoroetanos (HCFC-123),01/04/2022,31/12/9999,Res Camex,272,2021
29037300,"-- Diclorofluoroetanos (HCFC-141, 141b)",01/04/2022,31/12/9999,Res Camex,272,2021
29037400,"-- Clorodifluoroetanos (HCFC-142, 142b)",01/04/2022,31/12/9999,Res Camex,272,2021
29037500,"-- Dicloropentafluoropropanos (HCFC-225, 225ca, 225cb)",01/04/2022,31/12/9999,Res Camex,272,2021
29037600,"-- Bromoclorodifluorometano (halon-1211), bromotrifluorometano (halon-1301) e dibromotetrafluoroetanos (halon-2402)",01/04/2022,31/12/9999,Res Camex,272,2021
290377,"-- Outros, peralogenados unicamente com flúor e cloro",01/04/2022,31/12/9999,Res Camex,272,2021
2903771,"Derivados peralogenados do metano, unicamente com flúor e cloro",01/04/2022,31/12/9999,Res Camex,272,2021
29037711,Triclorofluorometano,01/04/2022,31/12/9999,Res Camex,272,2021
29037712,Diclorodifluorometano,01/04/2022,31/12/9999,Res Camex,272,2021
29037713,Clorotrifluorometano,01/04/2022,31/12/9999,Res Camex,272,2021
2903772,"Derivados peralogenados do etano, unicamente com flúor e cloro",01/04/2022,31/12/9999,Res Camex,272,2021
29037721,Triclorotrifluoroetanos,01/04/2022,31/12/9999,Res Camex,272,2021
29037722,Diclorotetrafluoroetanos e cloropentafluoroetano,01/04/2022,31/12/9999,Res Camex,272,2021
29037723,Pentaclorofluoroetano,01/04/2022,31/12/9999,Res Camex,272,2021
29037724,Tetraclorodifluoroetanos,01/04/2022,31/12/9999,Res Camex,272,2021
2903773,"Derivados peralogenados do propano, unicamente com flúor e cloro",01/04/2022,31/12/9999,Res Camex,272,2021
29037731,Heptaclorofluoropropanos,01/04/2022,31/12/9999,Res Camex,272,2021
29037732,Hexaclorodifluoropropanos,01/04/2022,31/12/9999,Res Camex,272,2021
29037733,Pentaclorotrifluoropropanos,01/04/2022,31/12/9999,Res Camex,272,2021
29037734,Tetraclorotetrafluoropropanos,01/04/2022,31/12/9999,Res Camex,272,2021
29037735,Tricloropentafluoropropanos,01/04/2022,31/12/9999,Res Camex,272,2021
29037736,Dicloroexafluoropropanos,01/04/2022,31/12/9999,Res Camex,272,2021
29037737,Cloroeptafluoropropanos,01/04/2022,31/12/9999,Res Camex,272,2021
29037790,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
29037800,-- Outros derivados peralogenados,01/04/2022,31/12/9999,Res Camex,272,2021
290379,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
2903791,"Derivados do metano, etano ou propano, halogenados unicamente com flúor e cloro",01/04/2022,31/12/9999,Res Camex,272,2021
29037911,Clorofluoroetanos,01/04/2022,31/12/9999,Res Camex,272,2021
29037912,Clorotetrafluoroetanos,01/04/2022,31/12/9999,Res Camex,272,2021
29037919,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
29037920,"Derivados do metano, etano ou propano, halogenados unicamente com flúor e bromo",01/04/2022,31/12/9999,Res Camex,272,2021
2903793,Bromoclorotrifluoroetanos,01/04/2022,31/12/9999,Res Camex,272,2021
29037931,Halotano,01/04/2022,31/12/9999,Res Camex,272,2021
29037939,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
29037990,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
29038,"- Derivados halogenados dos hidrocarbonetos ciclânicos, ciclênicos ou cicloterpênicos:",01/04/2022,31/12/9999,Res Camex,272,2021
290381,"-- 1,2,3,4,5,6-Hexaclorocicloexano (HCH (ISO)), incluindo o lindano (ISO, DCI)",01/04/2022,31/12/9999,Res Camex,272,2021
29038110,Lindano (gama-hexaclorocicloexano),01/04/2022,31/12/9999,Res Camex,272,2021
29038120,alfa-Hexaclorocicloexano,01/04/2022,31/12/9999,Res Camex,272,2021
29038130,beta-Hexaclorocicloexano,01/04/2022,31/12/9999,Res Camex,272,2021
29038190,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
290382,"-- Aldrin (ISO), clordano (ISO) e heptacloro (ISO)",01/04/2022,31/12/9999,Res Camex,272,2021
29038210,Aldrin,01/04/2022,31/12/9999,Res Camex,272,2021
29038220,Clordano,01/04/2022,31/12/9999,Res Camex,272,2021
29038230,Heptacloro,01/04/2022,31/12/9999,Res Camex,272,2021
29038300,-- Mirex (ISO),01/04/2022,31/12/9999,Res Camex,272,2021
290389,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
29038910,Hexabromociclododecanos (HBCD),01/04/2024,31/12/9999,Res Camex,547,2023
29038990,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
29039,- Derivados halogenados dos hidrocarbonetos aromáticos:,01/04/2022,31/12/9999,Res Camex,272,2021
290391,"-- Clorobenzeno, <i>o</i>-diclorobenzeno e <i>p</i>-diclorobenzeno",01/04/2022,31/12/9999,Res Camex,272,2021
29039110,Clorobenzeno,01/04/2022,31/12/9999,Res Camex,272,2021
29039120,<i>o</i>-Diclorobenzeno,01/04/2022,31/12/9999,Res Camex,272,2021
29039130,<i>p</i>-Diclorobenzeno,01/04/2022,31/12/9999,Res Camex,272,2021
290392,"-- Hexaclorobenzeno (ISO) e DDT (ISO) (clofenotano (DCI), 1,1,1-tricloro-2,2-bis(<i>p</i>-clorofenil)etano)",01/04/2022,31/12/9999,Res Camex,272,2021
29039210,Hexaclorobenzeno,01/04/2022,31/12/9999,Res Camex,272,2021
29039220,DDT,01/04/2022,31/12/9999,Res Camex,272,2021
29039300,-- Pentaclorobenzeno (ISO),01/04/2022,31/12/9999,Res Camex,272,2021
29039400,-- Hexabromobifenilas,01/04/2022,31/12/9999,Res Camex,272,2021
290399,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
2903991,"Derivados halogenados, unicamente com cloro",01/04/2022,31/12/9999,Res Camex,272,2021
29039911,Cloreto de benzila,01/04/2022,31/12/9999,Res Camex,272,2021
29039912,<i>p</i>-Clorotolueno,01/04/2022,31/12/9999,Res Camex,272,2021
29039913,Cloreto de neofila,01/04/2022,31/12/9999,Res Camex,272,2021
29039914,Triclorobenzenos,01/04/2022,31/12/9999,Res Camex,272,2021
29039915,Cloronaftalenos,01/04/2022,31/12/9999,Res Camex,272,2021
29039916,Cloreto de benzilideno,01/04/2022,31/12/9999,Res Camex,272,2021
29039917,Cloretos de xilila,01/04/2022,31/12/9999,Res Camex,272,2021
29039918,Bifenilas policloradas (PCB); terfenilas policloradas (PCT),01/04/2022,31/12/9999,Res Camex,272,2021
29039919,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
2903992,"Derivados halogenados, unicamente com bromo",01/04/2022,31/12/9999,Res Camex,272,2021
29039921,Bromobenzeno,01/04/2022,31/12/9999,Res Camex,272,2021
29039922,Brometos de xilila,01/04/2022,31/12/9999,Res Camex,272,2021
29039923,Bromodifenilmetano,01/04/2022,31/12/9999,Res Camex,272,2021
29039924,Bifenilas polibromadas (PBB),01/04/2022,31/12/9999,Res Camex,272,2021
29039929,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
2903993,"Derivados halogenados, unicamente com flúor e cloro",01/04/2022,31/12/9999,Res Camex,272,2021
29039931,"4-Cloro-alfa,alfa,alfa-trifluortolueno",01/04/2022,31/12/9999,Res Camex,272,2021
29039939,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
29039990,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
2904,"Derivados sulfonados, nitrados ou nitrosados dos hidrocarbonetos, mesmo halogenados",01/04/2022,31/12/9999,Res Camex,272,2021
290410,"- Derivados apenas sulfonados, seus sais e seus ésteres etílicos",01/04/2022,31/12/9999,Res Camex,272,2021
2904101,Ácido metanossulfônico e seus sais,01/04/2022,31/12/9999,Res Camex,272,2021
29041011,Ácido metanossulfônico,01/04/2022,31/12/9999,Res Camex,272,2021
29041012,Metanossulfonato de chumbo,01/04/2022,31/12/9999,Res Camex,272,2021
29041013,Metanossulfonato de estanho,01/04/2022,31/12/9999,Res Camex,272,2021
29041019,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
29041020,Ácido dodecilbenzenossulfônico e seus sais,01/04/2022,31/12/9999,Res Camex,272,2021
29041030,Ácidos toluenossulfônicos; ácidos xilenossulfônicos; sais destes ácidos,01/04/2022,31/12/9999,Res Camex,272,2021
29041040,Ácido etanossulfônico; ácido etilenossulfônico,01/04/2022,31/12/9999,Res Camex,272,2021
2904105,"Ácidos naftalenossulfônicos, seus sais e seus ésteres",01/04/2022,31/12/9999,Res Camex,272,2021
29041051,Naftalenossulfonatos de sódio,01/04/2022,31/12/9999,Res Camex,272,2021
29041052,Ácido beta-naftalenossulfônico,01/04/2022,31/12/9999,Res Camex,272,2021
29041053,Ácidos alquil- e dialquilnaftalenossulfônicos; sais destes ácidos,01/04/2022,31/12/9999,Res Camex,272,2021
29041059,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
29041060,Ácido benzenossulfônico e seus sais,01/04/2022,31/12/9999,Res Camex,272,2021
29041090,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
290420,- Derivados apenas nitrados ou apenas nitrosados,01/04/2022,31/12/9999,Res Camex,272,2021
29042010,Mononitrotoluenos (MNT),01/04/2022,31/12/9999,Res Camex,272,2021
29042020,Nitropropanos,01/04/2022,31/12/9999,Res Camex,272,2021
29042030,Dinitrotoluenos,01/04/2022,31/12/9999,Res Camex,272,2021
2904204,Trinitrotoluenos,01/04/2022,31/12/9999,Res Camex,272,2021
29042041,"2,4,6-Trinitrotolueno (TNT)",01/04/2022,31/12/9999,Res Camex,272,2021
29042049,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
2904205,Derivados nitrados do benzeno,01/04/2022,31/12/9999,Res Camex,272,2021
29042051,Nitrobenzeno,01/04/2022,31/12/9999,Res Camex,272,2021
29042052,"1,3,5-Trinitrobenzeno",01/04/2022,31/12/9999,Res Camex,272,2021
29042059,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
29042060,Derivados nitrados do xileno,01/04/2022,31/12/9999,Res Camex,272,2021
29042070,Mononitroetano; nitrometanos,01/04/2022,31/12/9999,Res Camex,272,2021
29042090,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
29043,"- Ácido perfluoroctano sulfônico, seus sais e fluoreto de perfluoroctanossulfonila:",01/04/2022,31/12/9999,Res Camex,272,2021
29043100,-- Ácido perfluoroctano sulfônico,01/04/2022,31/12/9999,Res Camex,272,2021
29043200,-- Perfluoroctanossulfonato de amônio,01/04/2022,31/12/9999,Res Camex,272,2021
29043300,-- Perfluoroctanossulfonato de lítio,01/04/2022,31/12/9999,Res Camex,272,2021
29043400,-- Perfluoroctanossulfonato de potássio,01/04/2022,31/12/9999,Res Camex,272,2021
29043500,-- Outros sais do ácido perfluoroctano sulfônico,01/04/2022,31/12/9999,Res Camex,272,2021
29043600,-- Fluoreto de perfluoroctanossulfonila,01/04/2022,31/12/9999,Res Camex,272,2021
29049,- Outros:,01/04/2022,31/12/9999,Res Camex,272,2021
29049100,-- Tricloronitrometano (cloropicrina),01/04/2022,31/12/9999,Res Camex,272,2021
290499,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
2904991,Derivados nitroalogenados,01/04/2022,31/12/9999,Res Camex,272,2021
29049911,1-Cloro-4-nitrobenzeno,01/04/2022,31/12/9999,Res Camex,272,2021
29049912,"1-Cloro-2,4-dinitrobenzeno",01/04/2022,31/12/9999,Res Camex,272,2021
29049913,"2-Cloro-1,3-dinitrobenzeno",01/04/2022,31/12/9999,Res Camex,272,2021
29049914,"4-Cloro-alfa,alfa,alfa-trifluor-3,5-dinitrotolueno",01/04/2022,31/12/9999,Res Camex,272,2021
29049915,<i>o</i>-Nitroclorobenzeno; <i>m</i>-nitroclorobenzeno,01/04/2022,31/12/9999,Res Camex,272,2021
29049916,"1,2-Dicloro-4-nitrobenzeno",01/04/2022,31/12/9999,Res Camex,272,2021
29049919,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
2904992,Derivados nitrossulfonados,01/04/2022,31/12/9999,Res Camex,272,2021
29049921,Ácidos dinitroestilbenodissulfônicos,01/04/2022,31/12/9999,Res Camex,272,2021
29049929,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
29049930,Cloreto de <i>p</i>-toluenossulfonila (cloreto de tosila),01/04/2022,31/12/9999,Res Camex,272,2021
29049940,Cloreto de <i>o</i>-toluenossulfonila,01/04/2022,31/12/9999,Res Camex,272,2021
29049990,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
2905,"Álcoois acíclicos e seus derivados halogenados, sulfonados, nitrados ou nitrosados",01/04/2022,31/12/9999,Res Camex,272,2021
29051,- Monoálcoois saturados:,01/04/2022,31/12/9999,Res Camex,272,2021
29051100,-- Metanol (álcool metílico),01/04/2022,31/12/9999,Res Camex,272,2021
290512,-- Propan-1-ol (álcool propílico) e propan-2-ol (álcool isopropílico),01/04/2022,31/12/9999,Res Camex,272,2021
29051210,Álcool propílico,01/04/2022,31/12/9999,Res Camex,272,2021
29051220,Álcool isopropílico,01/04/2022,31/12/9999,Res Camex,272,2021
29051300,-- Butan-1-ol (álcool <i>n</i>-butílico),01/04/2022,31/12/9999,Res Camex,272,2021
290514,-- Outros butanóis,01/04/2022,31/12/9999,Res Camex,272,2021
29051410,Álcool isobutílico (2-metil-1-propanol),01/04/2022,31/12/9999,Res Camex,272,2021
29051420,Álcool <i>sec</i>-butílico (2-butanol),01/04/2022,31/12/9999,Res Camex,272,2021
29051430,Álcool <i>ter</i>-butílico (2-metil-2-propanol),01/04/2022,31/12/9999,Res Camex,272,2021
29051600,-- Octanol (álcool octílico) e seus isômeros,01/04/2022,31/12/9999,Res Camex,272,2021
290517,"-- Dodecan-1-ol (álcool láurico (laurílico*)), hexadecan-1-ol (álcool cetílico) e octadecan-1-ol (álcool esteárico)",01/04/2022,31/12/9999,Res Camex,272,2021
29051710,Álcool láurico,01/04/2022,31/12/9999,Res Camex,272,2021
29051720,Álcool cetílico,01/04/2022,31/12/9999,Res Camex,272,2021
29051730,Álcool esteárico,01/04/2022,31/12/9999,Res Camex,272,2021
290519,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
2905191,Decanóis,01/04/2022,31/12/9999,Res Camex,272,2021
29051911,<i>n</i>-Decanol,01/04/2022,31/12/9999,Res Camex,272,2021
29051912,Isodecanol,01/04/2022,31/12/9999,Res Camex,272,2021
29051919,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
2905192,Alcoolatos metálicos,01/04/2022,31/12/9999,Res Camex,272,2021
29051921,Etilato de magnésio,01/04/2022,31/12/9999,Res Camex,272,2021
29051922,Metilato de sódio,01/04/2022,31/12/9999,Res Camex,272,2021
29051923,Etilato de sódio,01/04/2022,31/12/9999,Res Camex,272,2021
29051929,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
2905199,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
29051991,4-Metilpentan-2-ol,01/04/2022,31/12/9999,Res Camex,272,2021
29051992,Isononanol,01/04/2022,31/12/9999,Res Camex,272,2021
29051993,Isotridecanol,01/04/2022,31/12/9999,Res Camex,272,2021
29051994,"Tetra-hidrolinalol (3,7-dimetiloctan-3-ol)",01/04/2022,31/12/9999,Res Camex,272,2021
29051995,"3,3-Dimetilbutan-2-ol (álcool pinacolílico)",01/04/2022,31/12/9999,Res Camex,272,2021
29051996,Pentanol (álcool amílico) e seus isômeros,01/04/2022,31/12/9999,Res Camex,272,2021
29051999,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
29052,- Monoálcoois não saturados:,01/04/2022,31/12/9999,Res Camex,272,2021
290522,-- Álcoois terpênicos acíclicos,01/04/2022,31/12/9999,Res Camex,272,2021
29052210,Linalol,01/04/2022,31/12/9999,Res Camex,272,2021
29052220,Geraniol,01/04/2022,31/12/9999,Res Camex,272,2021
29052230,"Di-hidromircenol (2,6-dimetil-7-octen-2-ol)",01/04/2022,31/12/9999,Res Camex,272,2021
29052290,Outros,01/04/2022,31/12/9999,Res Camex,272,2021
290529,-- Outros,01/04/2022,31/12/9999,Res Camex,272,2021
29052910,Álcool alílico,01/04/2022,31/12/9999,Res Camex,272,2021
